DATE,HOUR,MINUTE,SECOND,BICYCLE,BUS,CAR,JEEPNEY,MOTORCYCLE,MULTICAB,TRICYCLE,TRUCK,VAN,TOTAL
None,None,None,None,44,16,22,29,31,59,71,14,13,299
None,None,None,None,44,16,22,29,31,59,71,14,13,299
None,None,None,None,44,16,22,30,31,59,71,14,13,300
None,None,None,None,44,16,22,30,31,59,71,14,13,300
None,None,None,None,44,16,22,30,31,59,71,14,13,300
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,31,59,71,14,13,301
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
None,None,None,None,45,16,22,30,32,59,71,14,13,302
32024711-T?7,“11,16,48,45,16,22,30,32,59,71,14,13,302
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,46,16,22,30,32,59,71,14,13,303
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,59,71,14,13,304
None,None,None,None,47,16,22,30,32,60,71,14,13,305
None,None,None,None,47,16,22,30,32,60,71,14,13,305
11-T?,None,None,None,47,16,22,30,32,60,71,14,13,305
11-T?,None,None,None,47,16,22,30,32,60,71,14,13,305
None,None,None,None,47,16,22,30,32,60,71,15,13,306
None,None,None,None,47,16,22,30,32,60,71,15,13,306
None,None,None,None,47,16,22,30,32,60,71,15,13,306
None,None,None,None,47,16,22,30,32,60,71,15,13,306
None,None,None,None,47,16,22,30,32,60,71,15,13,306
None,None,None,None,47,16,22,30,32,60,71,15,13,306
None,None,None,None,47,16,22,30,32,60,71,15,13,306
None,None,None,None,47,16,22,30,32,60,71,15,13,306
None,None,None,None,47,16,22,30,32,60,71,15,13,306
None,None,None,None,47,16,22,30,32,60,71,15,13,306
None,None,None,None,47,16,22,30,32,60,71,15,13,306
None,None,None,None,47,16,22,30,32,60,71,15,13,306
None,None,None,None,47,16,22,30,32,60,71,15,13,306
None,None,None,None,47,16,22,30,32,60,71,15,13,306
None,None,None,None,47,16,22,30,32,60,71,15,13,306
None,None,None,None,47,16,22,30,32,60,71,15,13,306
None,None,None,None,47,16,22,30,32,60,71,15,13,306
None,None,None,None,47,16,22,30,32,60,71,15,13,306
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
None,None,None,None,47,16,22,30,32,61,71,15,13,307
s2024°11-1?7,11,17,38,47,16,22,30,32,61,71,15,13,307
s2024°11-1?7,11,17,38,47,16,22,30,32,61,71,15,13,307
s2024°11-1?7,11,17,38,47,16,22,30,32,61,71,15,13,307
s2024°11-1?7,11,17,38,47,16,22,30,32,61,71,15,13,307
s2024°11-1?7,11,17,38,47,16,22,30,32,61,71,15,13,307
s2024°11-1?7,11,17,38,47,16,22,30,32,61,71,15,13,307
s2024°11-1?7,11,17,38,47,16,22,31,32,61,71,15,13,308
s2024°11-1?7,11,17,38,47,16,22,31,32,61,71,15,13,308
s2024°11-1?7,11,17,38,47,16,22,31,32,61,71,15,13,308
None,None,None,None,47,16,22,31,32,61,71,15,13,308
None,None,None,None,47,16,22,31,32,62,71,15,13,309
None,None,None,None,47,16,22,31,32,62,71,15,13,309
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,71,15,13,310
None,None,None,None,47,16,23,31,32,62,72,15,13,311
None,None,None,None,47,16,23,31,32,63,72,15,13,312
None,None,None,None,47,16,23,31,32,63,72,15,13,312
None,None,None,None,47,16,23,32,32,63,72,15,13,313
52024°11-17,“11,17,47,47,16,23,32,32,63,72,15,13,313
52024°11-17,“11,17,47,47,16,23,32,32,63,72,15,13,313
52024°11-17,“11,17,47,47,16,23,32,32,63,73,15,13,314
52024°11-17,“11,17,47,47,16,23,33,32,63,73,15,13,315
None,None,None,None,47,16,23,33,32,63,73,15,13,315
None,None,None,None,47,16,23,33,32,63,73,15,13,315
None,None,None,None,47,16,23,33,32,63,73,15,13,315
None,None,None,None,47,16,23,33,32,63,73,15,13,315
None,None,None,None,47,16,23,33,32,63,73,15,13,315
None,None,None,None,47,16,23,33,32,63,73,15,13,315
None,None,None,None,47,16,23,33,32,63,73,15,13,315
None,None,None,None,47,16,23,33,32,63,73,15,13,315
None,None,None,None,47,16,23,33,32,63,73,15,13,315
None,None,None,None,47,16,23,33,32,63,73,15,13,315
None,None,None,None,47,16,23,33,32,63,73,15,13,315
None,None,None,None,47,16,23,33,32,63,73,15,13,315
None,None,None,None,47,16,23,33,32,64,73,15,13,316
None,None,None,None,47,16,23,33,32,64,73,15,13,316
None,None,None,None,47,16,23,33,32,64,73,15,13,316
None,None,None,None,47,16,23,33,32,64,73,15,13,316
None,None,None,None,47,16,23,33,32,64,73,15,13,316
None,None,None,None,47,16,23,33,32,64,73,15,13,316
None,None,None,None,47,16,23,33,32,64,73,15,13,316
None,None,None,None,47,16,23,33,32,64,73,15,13,316
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
-T?,None,None,None,47,16,24,33,32,64,73,15,13,317
-T?,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,64,73,15,13,317
None,None,None,None,47,16,24,33,32,65,73,15,13,318
None,None,None,None,47,16,24,33,32,65,73,15,13,318
None,None,None,None,47,16,24,33,32,65,73,15,13,318
None,None,None,None,47,16,24,33,32,65,73,15,13,318
None,None,None,None,47,16,24,33,32,65,73,15,13,318
None,None,None,None,47,16,24,33,32,65,73,15,13,318
None,None,None,None,47,16,24,33,32,65,73,15,13,318
None,None,None,None,47,16,24,33,32,65,73,15,13,318
None,None,None,None,47,16,25,33,32,65,73,15,13,319
None,None,None,None,47,16,25,33,32,65,73,15,13,319
None,None,None,None,47,17,25,33,32,65,73,15,13,320
None,None,None,None,47,17,25,33,32,65,73,15,13,320
None,None,None,None,47,17,25,33,32,65,73,15,13,320
None,None,None,None,47,17,25,33,32,65,73,15,13,320
None,None,None,None,47,17,25,33,32,65,73,15,13,320
None,None,None,None,47,17,25,33,32,65,73,15,13,320
None,None,None,None,47,17,25,33,32,65,73,15,13,320
None,None,None,None,47,17,25,33,32,65,73,15,13,320
None,None,None,None,47,17,25,33,32,65,73,15,13,320
None,None,None,None,47,17,25,33,32,65,73,15,13,320
None,None,None,None,47,17,25,33,32,65,73,15,13,320
None,None,None,None,47,17,25,33,32,65,73,15,13,320
None,None,None,None,48,17,25,33,32,65,73,15,13,321
None,None,None,None,48,17,25,33,32,65,73,15,13,321
None,None,None,None,48,17,25,33,32,65,73,15,13,321
None,None,None,None,48,17,25,33,32,65,73,15,13,321
None,None,None,None,48,17,25,33,32,65,73,15,13,321
None,None,None,None,48,17,25,33,32,65,73,15,13,321
None,None,None,None,48,17,25,33,32,65,73,15,13,321
None,None,None,None,48,17,25,33,32,65,73,15,13,321
None,None,None,None,48,17,25,33,32,65,73,15,13,321
None,None,None,None,48,17,25,33,32,65,73,15,13,321
None,None,None,None,48,17,25,33,32,65,73,15,13,321
None,None,None,None,48,17,25,33,32,65,74,15,13,322
None,None,None,None,48,17,25,33,32,65,74,15,13,322
None,None,None,None,48,17,25,33,32,65,74,15,13,322
None,None,None,None,48,17,25,33,32,65,74,15,13,322
None,None,None,None,48,17,25,33,32,65,74,15,13,322
None,None,None,None,48,17,25,33,32,65,74,15,13,322
None,None,None,None,48,17,25,33,32,66,74,15,13,323
None,None,None,None,48,17,25,33,32,66,74,15,13,323
None,None,None,None,48,17,25,33,32,66,74,15,13,323
“11-187,None,None,None,48,17,25,33,32,66,74,15,13,323
“11-187,None,None,None,48,17,25,33,32,66,74,15,13,323
“11-187,None,None,None,48,17,25,33,32,66,74,15,13,323
“11-187,None,None,None,48,17,25,33,32,66,74,15,13,323
“11-187,None,None,None,48,17,25,33,32,66,74,15,13,323
“11-187,None,None,None,48,17,25,33,32,66,74,15,13,323
“11-187,None,None,None,48,17,25,33,32,66,74,15,13,323
“11-187,None,None,None,48,17,25,33,32,66,74,15,13,323
“11-187,None,None,None,48,17,25,33,32,66,74,15,13,323
“11-187,None,None,None,48,17,25,33,32,66,74,15,13,323
None,None,None,None,48,17,25,33,32,66,74,15,13,323
None,None,None,None,48,17,25,33,32,66,74,15,13,323
None,None,None,None,48,17,25,34,32,66,74,15,13,324
None,None,None,None,48,17,25,35,32,66,74,15,13,325
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,67,74,15,13,326
None,None,None,None,48,17,25,35,32,68,74,15,13,327
None,None,None,None,48,17,25,35,32,68,74,15,13,327
None,None,None,None,48,17,25,35,32,68,74,15,13,327
None,None,None,None,48,17,25,35,32,68,74,15,13,327
None,None,None,None,48,17,25,35,32,68,74,15,13,327
None,None,None,None,48,17,25,35,32,68,74,15,13,327
None,None,None,None,48,17,25,35,32,68,74,15,13,327
None,None,None,None,48,17,25,35,32,68,74,15,13,327
None,None,None,None,48,17,25,35,32,68,74,15,13,327
None,None,None,None,48,17,25,35,32,68,74,15,13,327
None,None,None,None,48,17,25,35,32,68,74,15,13,327
None,None,None,None,48,17,25,35,32,68,74,15,13,327
None,None,None,None,48,17,25,35,32,68,74,15,13,327
None,None,None,None,48,17,25,35,32,68,74,15,13,327
None,None,None,None,48,17,25,35,32,68,74,15,13,327
None,None,None,None,48,17,25,35,32,68,74,15,13,327
None,None,None,None,48,17,25,35,32,68,74,15,13,327
None,None,None,None,48,17,25,35,32,68,74,15,13,327
None,None,None,None,48,17,25,36,32,68,74,15,13,328
None,None,None,None,48,17,25,36,32,68,74,15,13,328
None,None,None,None,48,17,25,37,32,68,74,15,13,329
None,None,None,None,48,17,25,37,32,68,74,15,13,329
None,None,None,None,48,17,25,37,32,69,74,15,13,330
None,None,None,None,48,17,25,37,32,69,74,15,13,330
None,None,None,None,48,17,25,37,32,69,74,15,13,330
None,None,None,None,48,17,25,37,32,69,74,15,13,330
None,None,None,None,48,17,25,37,32,69,74,15,13,330
None,None,None,None,48,17,25,37,32,69,74,15,13,330
None,None,None,None,48,17,25,37,32,69,74,15,13,330
None,None,None,None,48,17,25,37,32,69,74,15,13,330
None,None,None,None,48,17,25,37,32,69,74,15,13,330
None,None,None,None,48,17,25,37,32,69,74,15,13,330
None,None,None,None,48,17,25,37,32,69,74,15,13,330
None,None,None,None,48,17,25,37,32,69,74,15,13,330
None,None,None,None,48,17,25,37,32,69,74,15,13,330
None,None,None,None,48,17,25,37,32,69,74,15,13,330
None,None,None,None,48,17,25,37,32,69,74,15,13,330
None,None,None,None,48,17,25,37,32,69,74,15,13,330
None,None,None,None,48,17,25,37,32,69,74,15,13,330
None,None,None,None,48,17,25,37,32,69,74,15,13,330
None,None,None,None,48,17,25,37,32,69,74,15,13,330
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,69,75,15,13,331
None,None,None,None,48,17,25,37,32,70,75,15,13,332
None,None,None,None,48,17,25,37,32,70,75,15,13,332
None,None,None,None,48,17,25,37,32,70,75,15,13,332
None,None,None,None,48,17,25,37,32,70,75,15,13,332
None,None,None,None,48,17,25,37,32,70,75,15,13,332
None,None,None,None,48,17,25,37,32,70,75,15,13,332
None,None,None,None,48,17,25,37,32,70,75,15,13,332
None,None,None,None,48,17,25,37,32,70,75,15,13,332
None,None,None,None,48,17,25,37,32,70,75,15,13,332
None,None,None,None,48,17,25,37,32,70,75,15,13,332
None,None,None,None,48,17,25,37,32,70,75,15,13,332
None,None,None,None,48,17,25,38,32,70,75,15,13,333
None,None,None,None,48,17,25,38,32,70,75,15,13,333
None,None,None,None,48,17,25,38,32,70,75,15,13,333
None,None,None,None,48,17,25,38,32,70,75,15,13,333
None,None,None,None,48,17,25,38,32,70,75,15,13,333
None,None,None,None,48,17,25,38,32,70,75,15,13,333
None,None,None,None,48,17,25,38,32,70,75,15,13,333
None,None,None,None,48,17,25,38,32,70,75,15,13,333
None,None,None,None,48,17,25,38,32,70,75,15,13,333
None,None,None,None,48,17,25,38,32,70,75,15,13,333
None,None,None,None,48,17,25,38,32,70,75,15,13,333
None,None,None,None,48,17,25,38,32,70,75,15,13,333
None,None,None,None,48,17,25,38,32,70,75,15,13,333
None,None,None,None,48,17,25,38,32,70,75,15,13,333
None,None,None,None,48,17,25,38,32,70,75,15,13,333
None,None,None,None,48,17,25,38,32,70,75,15,13,333
None,None,None,None,48,17,25,38,32,70,75,15,13,333
None,None,None,None,48,17,25,38,32,70,75,15,13,333
None,None,None,None,48,17,25,38,32,70,75,15,13,333
